packageid,title,keyword
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","eutrophication"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","lakes"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","geography"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","nutrients"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","dissolved nutrients"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","inorganic nutrients"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","water quality"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","water properties"
edi.101.3,"LAGOS-NE-LIMNO v1.087.3: A module for LAGOS-NE, a multi-scaled geospatial and temporal database of lake ecological context and water quality for thousands of U.S. Lakes: 1925-2013","chlorophyll"
edi.1010.1,"Clear Creek Gravel Augmentations, 1996-2021","Clear Creek"
edi.1010.1,"Clear Creek Gravel Augmentations, 1996-2021","Gravel augementation"
edi.1010.1,"Clear Creek Gravel Augmentations, 1996-2021","Spawning habitat"
edi.1010.1,"Clear Creek Gravel Augmentations, 1996-2021","Salmon habitat restoration"
edi.1010.1,"Clear Creek Gravel Augmentations, 1996-2021","CVPIA"
edi.1011.1,"Environmental data from Neversink River, White Clay Creek, and Rio Tempisquito watersheds","streams"
edi.1011.1,"Environmental data from Neversink River, White Clay Creek, and Rio Tempisquito watersheds","water chemistry"
edi.1011.1,"Environmental data from Neversink River, White Clay Creek, and Rio Tempisquito watersheds","aquatic ecosystems"
edi.1011.1,"Environmental data from Neversink River, White Clay Creek, and Rio Tempisquito watersheds","tropical"
edi.1011.1,"Environmental data from Neversink River, White Clay Creek, and Rio Tempisquito watersheds","temperate"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","Nutrients"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","Great Lakes"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","Lake Michigan"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","eutrophication"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","salinization"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","loading"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","synoptic sampling"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","chemical limnology"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","chloride"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","river"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","creek"
edi.1012.1,"Water chemistry data from synoptic sampling of 235 Lake Michigan tributaries: 10-15 July, 2018","land use"
edi.1013.2,"Arbuscular mycorrhizal fungal response to fire and urbanization in the Great Smoky Mountains National Park","Arbuscular mycorrhizal fungi"
edi.1013.2,"Arbuscular mycorrhizal fungal response to fire and urbanization in the Great Smoky Mountains National Park","urbanization"
edi.1013.2,"Arbuscular mycorrhizal fungal response to fire and urbanization in the Great Smoky Mountains National Park","Great Smoky Mountains National Park"
edi.1013.2,"Arbuscular mycorrhizal fungal response to fire and urbanization in the Great Smoky Mountains National Park","fire"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","Ponds"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","Pond"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","literature survey"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","waterbody size"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","ecosystem function"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","definitions"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","freshwater"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","lakes"
edi.1014.1,"Pond data: physical, chemical, and biological characteristics with scientific and United States of America state definitions from literature and legislative surveys","wetlands"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","Mpala Research Centre"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","Ol Pejeta Conservancy"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","parasite"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","water sources"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","aridity"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","aggregation"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","Kenya"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","watering hole"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","cattle"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","elephant"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","zebra"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","impala"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","giraffe"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","buffalo"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","herbivore"
edi.1015.1,"Herbivore dung and parasite counts, Ol Pejeta Conservancy and Mpala Research Centre, Kenya (2015-2018)","rainfall"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","lakes"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","freshwater"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","limnology"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","reservoirs"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","dams"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","conterminous US"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","classification"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","ResNet18"
edi.1016.1,"LAGOS-US RESERVOIR: Data module classifying conterminous U.S. lakes 4 hectares and larger as natural lakes or reservoirs. Environmental Data Initiative","LAGOS"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","Salinization"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","18S rRNA metabarcoding"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","Freshwater"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","Eukaryote community"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","Chloride"
edi.1017.1,"Effects of freshwater salinization on a salt-naïve planktonic eukaryote community","Plankton"
edi.1018.3,"Flume Erosion Testing of Unamended and Organic Matter Amended Soil Samples Using an Acoustic Doppler Profiler, 2021","flume"
edi.1018.3,"Flume Erosion Testing of Unamended and Organic Matter Amended Soil Samples Using an Acoustic Doppler Profiler, 2021","extracellular polymeric substances"
edi.1018.3,"Flume Erosion Testing of Unamended and Organic Matter Amended Soil Samples Using an Acoustic Doppler Profiler, 2021","aggregate stability"
edi.1018.3,"Flume Erosion Testing of Unamended and Organic Matter Amended Soil Samples Using an Acoustic Doppler Profiler, 2021","soil erodibility"
edi.1018.3,"Flume Erosion Testing of Unamended and Organic Matter Amended Soil Samples Using an Acoustic Doppler Profiler, 2021","acoustic doppler profiler"
edi.1019.1,"Invasive grass litter suppresses a native grass species and promotes disease","litter"
edi.1019.1,"Invasive grass litter suppresses a native grass species and promotes disease","competition"
edi.1019.1,"Invasive grass litter suppresses a native grass species and promotes disease","invasive species"
edi.1019.1,"Invasive grass litter suppresses a native grass species and promotes disease","disease"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","SRS Corridor"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","connectivity"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","corridors"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","edge effects"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","fragment shape"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","habitat fragmentation"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","herbivory"
edi.102.1,"Disentangling fragmentation effects on herbivory in understory plants of longleaf pine savanna","plant growth"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","Vermont, USA"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","lake"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","eutrophic"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","nitrogen"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","phosphorus"
edi.1020.1,"Under-ice lake physicochemical data, Missisquoi Bay and Shelburne Pond, Vermont, USA, 2014-2015","winter"
edi.1022.2,"Bird surveys in French Broad River Basin, North Carolina, 2014","birds"
edi.1022.2,"Bird surveys in French Broad River Basin, North Carolina, 2014","species diversity"
edi.1022.2,"Bird surveys in French Broad River Basin, North Carolina, 2014","buildings"
edi.1022.2,"Bird surveys in French Broad River Basin, North Carolina, 2014","land cover"
edi.1022.2,"Bird surveys in French Broad River Basin, North Carolina, 2014","landscape"
